UniProtID,GeneName,Class,isInMatrisome,Division,Category,probability
O60716,CTNND1,nonECM,No,NULL,NULL,0.680444444
Q9UNF0,PACSIN2,nonECM,No,NULL,NULL,0.895939394
Q9C004,SPRY4,nonECM,No,NULL,NULL,0.503616162
Q14289,PTK2B,nonECM,No,NULL,NULL,0.875131313
Q02878,RPL6,nonECM,No,NULL,NULL,0.786484848
Q14254,FLOT2,nonECM,No,NULL,NULL,0.794767677
Q14247,CTTN,nonECM,No,NULL,NULL,0.852909091
A4UGR9,XIRP2,nonECM,No,NULL,NULL,0.927353535
Q9UNN8,PROCR,ECM,No,NULL,NULL,0.614161616
P40429,RPL13A,nonECM,No,NULL,NULL,0.822464646
Q9NR12,PDLIM7,ECM,No,NULL,NULL,0.573010101
P15291,B4GALT1,ECM,No,NULL,NULL,0.622323232
Q7Z6J6,FRMD5,nonECM,No,NULL,NULL,0.699575758
P78504,JAG1,ECM,No,NULL,NULL,0.989070707
Q8TCZ2,CD99L2,nonECM,No,NULL,NULL,0.508585859
P56945,BCAR1,nonECM,No,NULL,NULL,0.610383838
Q86SQ0,PHLDB2,nonECM,No,NULL,NULL,0.888989899
P08473,MME,nonECM,No,NULL,NULL,0.790343434
P55291,CDH15,ECM,No,NULL,NULL,0.746606061
P55290,CDH13,ECM,No,NULL,NULL,0.687959596
P55289,CDH12,ECM,No,NULL,NULL,0.743151515
P55287,CDH11,ECM,No,NULL,NULL,0.77
P55286,CDH8,ECM,No,NULL,NULL,0.678585859
P55285,CDH6,ECM,No,NULL,NULL,0.632444444
P55283,CDH4,ECM,No,NULL,NULL,0.785414141
Q9UBG0,MRC2,ECM,No,NULL,NULL,0.895373737
P23396,RPS3,nonECM,No,NULL,NULL,0.711090909
Q7Z5R6,APBB1IP,nonECM,No,NULL,NULL,0.627292929
P11940,PABPC1,nonECM,No,NULL,NULL,0.683616162
P46781,RPS9,nonECM,No,NULL,NULL,0.804727273
P46783,RPS10,nonECM,No,NULL,NULL,0.657111111
Q7Z5H3,ARHGAP22,nonECM,No,NULL,NULL,0.631252525
Q00610,CLTC,nonECM,No,NULL,NULL,0.750222222
O94856,NFASC,ECM,No,NULL,NULL,0.784040404
Q8N556,AFAP1,nonECM,No,NULL,NULL,0.839353535
P28827,PTPRM,ECM,No,NULL,NULL,0.812646465
Q8IYJ0,PIANP,ECM,No,NULL,NULL,0.650040404
P01116,KRAS,nonECM,No,NULL,NULL,0.741292929
Q8TF72,SHROOM3,nonECM,No,NULL,NULL,0.696808081
P18084,ITGB5,ECM,No,NULL,NULL,0.859939394
Q9Y4L1,HYOU1,nonECM,No,NULL,NULL,0.809515152
Q6TFL4,KLHL24,nonECM,No,NULL,NULL,0.776949495
P48509,CD151,nonECM,No,NULL,NULL,0.520181818
Q7L576,CYFIP1,nonECM,No,NULL,NULL,0.889939394
Q9HCM4,EPB41L5,nonECM,No,NULL,NULL,0.815333333
Q9Y3L3,SH3BP1,nonECM,No,NULL,NULL,0.866060606
P53667,LIMK1,ECM,No,NULL,NULL,0.644949495
P18206,VCL,nonECM,No,NULL,NULL,0.830060606
P48960,CD97,ECM,No,NULL,NULL,0.69640404
P33151,CDH5,ECM,No,NULL,NULL,0.661939394
P28482,MAPK1,nonECM,No,NULL,NULL,0.833939394
Q8IXH8,CDH26,ECM,No,NULL,NULL,0.735393939
Q99418,CYTH2,nonECM,No,NULL,NULL,0.802343434
Q99439,CNN2,nonECM,No,NULL,NULL,0.709494949
P31949,S100A11,ECM,Yes,Matrisome-associated,Secreted Factors,0.886161616
P31946,YWHAB,nonECM,No,NULL,NULL,0.847313131
Q99497,PARK7,nonECM,No,NULL,NULL,0.595676768
P55196,AFDN,nonECM,No,NULL,NULL,0.844282828
P23284,PPIB,ECM,No,NULL,NULL,0.652646465
Q00587,CDC42EP1,nonECM,No,NULL,NULL,0.528848485
P18564,ITGB6,ECM,No,NULL,NULL,0.791535354
P10301,RRAS,nonECM,No,NULL,NULL,0.523212121
Q7Z4I7,LIMS2,nonECM,No,NULL,NULL,0.589050505
Q13740,ALCAM,ECM,No,NULL,NULL,0.680585859
Q9Y2A7,NCKAP1,nonECM,No,NULL,NULL,0.875717172
Q6IQ23,PLEKHA7,nonECM,No,NULL,NULL,0.829131313
Q8N3R9,MPP5,nonECM,No,NULL,NULL,0.763515152
Q7Z460,CLASP1,nonECM,No,NULL,NULL,0.667555556
P62070,RRAS2,nonECM,No,NULL,NULL,0.689656566
Q9C0H9,SRCIN1,nonECM,No,NULL,NULL,0.847454545
Q14118,DAG1,nonECM,No,NULL,NULL,0.503656566
Q14192,FHL2,nonECM,No,NULL,NULL,0.623171717
P30101,PDIA3,ECM,No,NULL,NULL,0.503979798
Q14161,GIT2,nonECM,No,NULL,NULL,0.726121212
Q14160,SCRIB,nonECM,No,NULL,NULL,0.50840404
Q02763,TEK,ECM,No,NULL,NULL,0.811858586
Q02750,MAP2K1,nonECM,No,NULL,NULL,0.845070707
Q14134,TRIM29,nonECM,No,NULL,NULL,0.888888889
Q14126,DSG2,ECM,No,NULL,NULL,0.659656566
P05106,ITGB3,ECM,No,NULL,NULL,0.842686869
O15231,ZNF185,nonECM,No,NULL,NULL,0.742929293
Q14108,SCARB2,nonECM,No,NULL,NULL,0.520181818
Q9UP38,FZD1,ECM,No,NULL,NULL,0.561535354
P35658,NUP214,ECM,No,NULL,NULL,0.521171717
P15153,RAC2,nonECM,No,NULL,NULL,0.661676768
P15151,PVR,ECM,No,NULL,NULL,0.699535354
P35613,BSG,ECM,No,NULL,NULL,0.660585859
P35611,ADD1,nonECM,No,NULL,NULL,0.701474747
P35609,ACTN2,nonECM,No,NULL,NULL,0.949212121
Q12965,MYO1E,nonECM,No,NULL,NULL,0.697414141
Q12959,DLG1,nonECM,No,NULL,NULL,0.554747475
P50570,DNM2,nonECM,No,NULL,NULL,0.874989899
Q02487,DSC2,ECM,No,NULL,NULL,0.770242424
P61026,RAB10,nonECM,No,NULL,NULL,0.788646465
O15511,ARPC5,nonECM,No,NULL,NULL,0.617535354
Q02413,DSG1,ECM,No,NULL,NULL,0.778141414
O14786,NRP1,ECM,No,NULL,NULL,0.914646465
P35372,OPRM1,nonECM,No,NULL,NULL,0.522080808
P04083,ANXA1,ECM,Yes,Matrisome-associated,ECM-affiliated Proteins,0.83389899
O14713,ITGB1BP1,nonECM,No,NULL,NULL,0.765737374
P50281,MMP14,ECM,Yes,Matrisome-associated,ECM Regulators,0.966888889
Q07954,LRP1,ECM,No,NULL,NULL,0.97840404
Q07912,TNK2,nonECM,No,NULL,NULL,0.630929293
P13688,CEACAM1,ECM,No,NULL,NULL,0.718060606
P14316,IRF2,nonECM,No,NULL,NULL,0.846525253
P25054,APC,nonECM,No,NULL,NULL,0.757555556
P13612,ITGA4,ECM,No,NULL,NULL,0.647050505
P08670,VIM,nonECM,No,NULL,NULL,0.855858586
P08648,ITGA5,ECM,No,NULL,NULL,0.700828283
P08631,HCK,nonECM,No,NULL,NULL,0.782848485
Q58WW2,DCAF6,ECM,No,NULL,NULL,0.525919192
Q53RD9,FBLN7,ECM,Yes,Core matrisome,ECM Glycoproteins,0.98589899
P23528,CFL1,nonECM,No,NULL,NULL,0.783030303
Q3KRA9,ALKBH6,nonECM,No,NULL,NULL,0.626363636
Q53R12,TM4SF20,ECM,No,NULL,NULL,0.503737374
Q0ZGT2,NEXN,nonECM,No,NULL,NULL,0.809313131
P60033,CD81,nonECM,No,NULL,NULL,0.564060606
P23458,JAK1,nonECM,No,NULL,NULL,0.717070707
Q9UMD9,COL17A1,ECM,Yes,Core matrisome,Collagens,0.902545455
P58107,EPPK1,nonECM,No,NULL,NULL,0.837171717
Q96RT1,ERBIN,nonECM,No,NULL,NULL,0.590828283
P11532,DMD,nonECM,No,NULL,NULL,0.930262626
O95452,GJB6,nonECM,No,NULL,NULL,0.580505051
Q9Y2J4,AMOTL2,nonECM,No,NULL,NULL,0.921959596
O95436,SLC34A2,nonECM,No,NULL,NULL,0.568545455
P40879,SLC26A3,nonECM,No,NULL,NULL,0.675717172
Q9Y2C5,SLC17A4,nonECM,No,NULL,NULL,0.541676768
P47900,P2RY1,nonECM,No,NULL,NULL,0.545010101
Q16181,7-Sep,nonECM,No,NULL,NULL,0.758505051
Q04771,ACVR1,ECM,No,NULL,NULL,0.580383838
O95782,AP2A1,nonECM,No,NULL,NULL,0.771555556
O75841,UPK1B,ECM,No,NULL,NULL,0.516949495
Q6P9H4,CNKSR3,nonECM,No,NULL,NULL,0.774686869
Q14916,SLC17A1,nonECM,No,NULL,NULL,0.542464646
Q9UEW8,STK39,nonECM,No,NULL,NULL,0.748343434
Q685J3,MUC17,ECM,Yes,Matrisome-associated,ECM-affiliated Proteins,0.898626263
Q5VTH2,CFAP126,nonECM,No,NULL,NULL,0.72169697
Q9Y6N9,USH1C,nonECM,No,NULL,NULL,0.65630303
Q9Y6M7,SLC4A7,nonECM,No,NULL,NULL,0.757959596
O95847,SLC25A27,nonECM,No,NULL,NULL,0.615757576
O95832,CLDN1,nonECM,No,NULL,NULL,0.59359596
Q9UGH3,SLC23A2,nonECM,No,NULL,NULL,0.586585859
P08F94,PKHD1,ECM,No,NULL,NULL,0.81820202
O43451,MGAM,ECM,No,NULL,NULL,0.646464646
Q9NPB6,PARD6A,nonECM,No,NULL,NULL,0.546666667
Q5JWF2,GNAS,nonECM,No,NULL,NULL,0.604424242
Q96JQ0,DCHS1,ECM,No,NULL,NULL,0.756525253
Q9NP91,SLC6A20,nonECM,No,NULL,NULL,0.669171717
Q9H3R2,MUC13,ECM,Yes,Matrisome-associated,ECM-affiliated Proteins,0.875515152
Q9UM54,MYO6,nonECM,No,NULL,NULL,0.88589899
P07550,ADRB2,nonECM,No,NULL,NULL,0.553959596
Q9ULK5,VANGL2,nonECM,No,NULL,NULL,0.528040404
Q06495,SLC34A1,nonECM,No,NULL,NULL,0.680989899
O75800,ZMYND10,nonECM,No,NULL,NULL,0.840505051
Q9NRM0,SLC2A9,nonECM,No,NULL,NULL,0.532040404
O60353,FZD6,nonECM,No,NULL,NULL,0.542585859
Q6XUX3,DSTYK,nonECM,No,NULL,NULL,0.713070707
Q9UNQ0,ABCG2,nonECM,No,NULL,NULL,0.582868687
A6PVL3,KNCN,nonECM,No,NULL,NULL,0.509272727
O60292,SIPA1L3,nonECM,No,NULL,NULL,0.554323232
P29377,S100G,nonECM,Yes,Matrisome-associated,Secreted Factors,0.569292929
Q01484,ANK2,nonECM,No,NULL,NULL,0.687252525
P98164,LRP2,ECM,No,NULL,NULL,0.933171717
Q9UQQ1,NAALADL1,ECM,No,NULL,NULL,0.672222222
P54851,EMP2,nonECM,No,NULL,NULL,0.579191919
P81172,HAMP,ECM,No,NULL,NULL,0.599717172
Q9NR96,TLR9,ECM,No,NULL,NULL,0.703070707
Q96NT5,SLC46A1,nonECM,No,NULL,NULL,0.583191919
Q9H015,SLC22A4,nonECM,No,NULL,NULL,0.588787879
Q96Q91,SLC4A9,nonECM,No,NULL,NULL,0.634505051
P07148,FABP1,nonECM,No,NULL,NULL,0.681515152
P42566,EPS15,nonECM,No,NULL,NULL,0.817656566
P49281,SLC11A2,nonECM,No,NULL,NULL,0.635313131
Q9UHI7,SLC23A1,nonECM,No,NULL,NULL,0.620949495
Q8NHV4,NEDD1,nonECM,No,NULL,NULL,0.518565657
O75631,UPK3A,ECM,No,NULL,NULL,0.520161616
O75445,USH2A,ECM,No,NULL,NULL,0.981292929
Q8NI35,PATJ,ECM,No,NULL,NULL,0.526020202
Q9UHC9,NPC1L1,nonECM,No,NULL,NULL,0.570646465
O43520,ATP8B1,nonECM,No,NULL,NULL,0.624424242
O43511,SLC26A4,nonECM,No,NULL,NULL,0.691313131
O95876,WDPCP,nonECM,No,NULL,NULL,0.899939394
Q9P296,C5AR2,nonECM,No,NULL,NULL,0.56959596
Q9H222,ABCG5,nonECM,No,NULL,NULL,0.577676768
Q9H221,ABCG8,nonECM,No,NULL,NULL,0.630040404
Q96HD9,ACY3,nonECM,No,NULL,NULL,0.607555556
O43795,MYO1B,nonECM,No,NULL,NULL,0.785575758
P27352,GIF,nonECM,No,NULL,NULL,0.511939394
P15941,MUC1,ECM,Yes,Matrisome-associated,ECM-affiliated Proteins,0.854868687
Q04656,ATP7A,nonECM,No,NULL,NULL,0.710686869
O75146,HIP1R,nonECM,No,NULL,NULL,0.933353535
Q9Y4B5,MTCL1,nonECM,No,NULL,NULL,0.871393939
Q9H0T7,RAB17,nonECM,No,NULL,NULL,0.662262626
O75553,DAB1,nonECM,No,NULL,NULL,0.763414141
Q13895,BYSL,nonECM,No,NULL,NULL,0.881050505
P08195,SLC3A2,ECM,No,NULL,NULL,0.594
P08183,ABCB1,nonECM,No,NULL,NULL,0.511959596
Q9Y4G8,RAPGEF2,nonECM,No,NULL,NULL,0.847252525
Q7RTT9,SLC29A4,nonECM,No,NULL,NULL,0.525636364
Q8N307,MUC20,ECM,Yes,Matrisome-associated,ECM-affiliated Proteins,0.839717172
Q8N300,SVBP,nonECM,No,NULL,NULL,0.827333333
Q8TEU7,RAPGEF6,nonECM,No,NULL,NULL,0.853575758
Q07075,ENPEP,nonECM,No,NULL,NULL,0.592585859
Q7L8A9,VASH1,nonECM,No,NULL,NULL,0.708
P51795,CLCN5,nonECM,No,NULL,NULL,0.679272727
P21860,ERBB3,ECM,No,NULL,NULL,0.628626263
Q695T7,SLC6A19,nonECM,No,NULL,NULL,0.628242424
Q10589,BST2,nonECM,No,NULL,NULL,0.606888889
Q8N271,PROM2,nonECM,No,NULL,NULL,0.651555556
O14950,MYL12B,nonECM,No,NULL,NULL,0.840565657
Q12891,HYAL2,nonECM,Yes,Matrisome-associated,ECM Regulators,0.604222222
P50443,SLC26A2,nonECM,No,NULL,NULL,0.701151515
P04626,ERBB2,ECM,No,NULL,NULL,0.669171717
P02787,TF,ECM,No,NULL,NULL,0.636848485
P40199,CEACAM6,ECM,No,NULL,NULL,0.730222222
P35462,DRD3,nonECM,No,NULL,NULL,0.523030303
Q969L2,MAL2,nonECM,No,NULL,NULL,0.628161616
Q12791,KCNMA1,nonECM,No,NULL,NULL,0.565171717
Q7LBE3,SLC26A9,nonECM,No,NULL,NULL,0.66359596
O00476,SLC17A3,nonECM,No,NULL,NULL,0.553676768
Q92887,ABCC2,nonECM,No,NULL,NULL,0.547575758
Q30201,HFE,ECM,No,NULL,NULL,0.514444444
Q99538,LGMN,nonECM,No,NULL,NULL,0.507272727
Q86YM7,HOMER1,nonECM,No,NULL,NULL,0.873030303
Q86YL7,PDPN,ECM,No,NULL,NULL,0.620181818
P41440,SLC19A1,nonECM,No,NULL,NULL,0.638787879
O14523,C2CD2L,nonECM,No,NULL,NULL,0.623656566
Q8N8Y2,ATP6V0D2,nonECM,No,NULL,NULL,0.862505051
O14493,CLDN4,nonECM,No,NULL,NULL,0.591515152
P13385,TDGF1,ECM,Yes,Matrisome-associated,Secreted Factors,0.721474747
P51582,P2RY4,nonECM,No,NULL,NULL,0.537717172
Q15077,P2RY6,nonECM,No,NULL,NULL,0.562181818
Q15049,MLC1,nonECM,No,NULL,NULL,0.68430303
O00194,RAB27B,nonECM,No,NULL,NULL,0.716909091
O00186,STXBP3,nonECM,No,NULL,NULL,0.824787879
O00180,KCNK1,nonECM,No,NULL,NULL,0.600565657
O00168,FXYD1,ECM,No,NULL,NULL,0.525858586
P36543,ATP6V1E1,nonECM,No,NULL,NULL,0.728545455
Q9Y5X0,SNX10,nonECM,No,NULL,NULL,0.845717172
Q9Y696,CLIC4,nonECM,No,NULL,NULL,0.824808081
Q99828,CIB1,nonECM,No,NULL,NULL,0.81559596
Q99808,SLC29A1,nonECM,No,NULL,NULL,0.596909091
P41743,PRKCI,nonECM,No,NULL,NULL,0.68430303
P48764,SLC9A3,nonECM,No,NULL,NULL,0.567616162
Q13402,MYO7A,nonECM,No,NULL,NULL,0.898808081
P14415,ATP1B2,ECM,No,NULL,NULL,0.585616162
P14410,SI,ECM,No,NULL,NULL,0.705494949
Q13393,PLD1,nonECM,No,NULL,NULL,0.80589899
Q6V0I7,FAT4,ECM,No,NULL,NULL,0.847434343
Q13325,IFIT5,nonECM,No,NULL,NULL,0.810888889
Q96S37,SLC22A12,nonECM,No,NULL,NULL,0.578686869
Q9BUF7,CRB3,nonECM,No,NULL,NULL,0.508727273
Q9GZT4,SRR,nonECM,No,NULL,NULL,0.779030303
Q13131,PRKAA1,nonECM,No,NULL,NULL,0.789333333
P29972,AQP1,nonECM,No,NULL,NULL,0.576
P02751,FN1,ECM,Yes,Core matrisome,ECM Glycoproteins,0.976585859
Q6ZRI0,OTOG,ECM,Yes,Core matrisome,ECM Glycoproteins,0.968020202
Q8TAF8,LHFPL5,nonECM,No,NULL,NULL,0.559979798
Q8TAD4,SLC30A5,nonECM,No,NULL,NULL,0.595090909
Q86UE4,MTDH,nonECM,No,NULL,NULL,0.816949495
Q03431,PTH1R,nonECM,No,NULL,NULL,0.597232323
Q86UD5,SLC9B2,nonECM,No,NULL,NULL,0.638606061
Q86UD0,SAPCD2,nonECM,No,NULL,NULL,0.614848485
B3SHH9,TMEM114,nonECM,No,NULL,NULL,0.565818182
Q8IVL8,CPO,nonECM,No,NULL,NULL,0.599252525
Q7RTW8,OTOA,nonECM,No,NULL,NULL,0.809434343
Q9HBG4,ATP6V0A4,nonECM,No,NULL,NULL,0.840080808
P28906,CD34,ECM,No,NULL,NULL,0.589515152
Q9HBB8,CDHR5,ECM,No,NULL,NULL,0.742383838
P41181,AQP2,nonECM,No,NULL,NULL,0.56410101
P41180,CASR,ECM,No,NULL,NULL,0.512
Q8IV16,GPIHBP1,ECM,No,NULL,NULL,0.622121212
Q14CN2,CLCA4,ECM,No,NULL,NULL,0.588222222
P19320,VCAM1,ECM,No,NULL,NULL,0.598444444
P07911,UMOD,ECM,No,NULL,NULL,0.904040404
O60494,CUBN,ECM,No,NULL,NULL,0.880141414
Q9NSB8,HOMER2,nonECM,No,NULL,NULL,0.896909091
Q9NSA0,SLC22A11,nonECM,No,NULL,NULL,0.552444444
P30301,MIP,nonECM,No,NULL,NULL,0.563030303
Q6PIF6,MYO7B,nonECM,No,NULL,NULL,0.834606061
Q5IJ48,CRB2,ECM,No,NULL,NULL,0.913494949
P60484,PTEN,nonECM,No,NULL,NULL,0.793232323
Q13277,STX3,nonECM,No,NULL,NULL,0.797252525
A8MTJ3,GNAT3,nonECM,No,NULL,NULL,0.786666667
Q13237,PRKG2,nonECM,No,NULL,NULL,0.894141414
Q6ZSZ5,ARHGEF18,nonECM,No,NULL,NULL,0.928121212
P00797,REN,ECM,No,NULL,NULL,0.606888889
Q9H329,EPB41L4B,nonECM,No,NULL,NULL,0.764020202
P54284,CACNB3,nonECM,No,NULL,NULL,0.752363636
Q16625,OCLN,ECM,No,NULL,NULL,0.647656566
Q9Y4F9,RIPOR2,nonECM,No,NULL,NULL,0.806848485
O43490,PROM1,nonECM,No,NULL,NULL,0.552464646
Q9UEF7,KL,ECM,No,NULL,NULL,0.608828283
Q9UKE5,TNIK,nonECM,No,NULL,NULL,0.941373737
O43865,AHCYL1,nonECM,No,NULL,NULL,0.822565657
O00592,PODXL,ECM,No,NULL,NULL,0.630707071
P21145,MAL,nonECM,No,NULL,NULL,0.638181818
Q6UY09,CEACAM20,ECM,No,NULL,NULL,0.627373737
O00533,CHL1,ECM,No,NULL,NULL,0.767616162
Q8IZT6,ASPM,nonECM,No,NULL,NULL,0.860989899
P16444,DPEP1,nonECM,No,NULL,NULL,0.769353535
Q8IZP9,ADGRG2,ECM,No,NULL,NULL,0.551474747
P16422,EPCAM,ECM,No,NULL,NULL,0.632444444
Q6UXG3,CD300LG,ECM,No,NULL,NULL,0.786141414
P51810,GPR143,nonECM,No,NULL,NULL,0.526181818
P51809,VAMP7,ECM,No,NULL,NULL,0.520424242
P49810,PSEN2,nonECM,No,NULL,NULL,0.543676768
Q02928,CYP4A11,nonECM,No,NULL,NULL,0.568080808
Q9NQA5,TRPV5,nonECM,No,NULL,NULL,0.623979798
P17900,GM2A,nonECM,No,NULL,NULL,0.548929293
Q9NQ40,SLC52A3,nonECM,No,NULL,NULL,0.619333333
P00918,CA2,nonECM,No,NULL,NULL,0.56240404
Q16827,PTPRO,ECM,No,NULL,NULL,0.802646465
Q9UPX8,SHANK2,nonECM,No,NULL,NULL,0.779454545
P11168,SLC2A2,nonECM,No,NULL,NULL,0.545191919
Q99650,OSMR,ECM,No,NULL,NULL,0.828828283
Q05513,PRKCZ,nonECM,No,NULL,NULL,0.778222222
O76082,SLC22A5,nonECM,No,NULL,NULL,0.558787879
P10620,MGST1,nonECM,No,NULL,NULL,0.689474747
P05981,HPN,ECM,No,NULL,NULL,0.835878788
Q15726,KISS1,ECM,No,NULL,NULL,0.570242424
P22748,CA4,ECM,No,NULL,NULL,0.570444444
P82251,SLC7A9,nonECM,No,NULL,NULL,0.554242424
P61421,ATP6V0D1,nonECM,No,NULL,NULL,0.817979798
Q9BYG5,PARD6B,ECM,No,NULL,NULL,0.552242424
Q13572,ITPK1,nonECM,No,NULL,NULL,0.897111111
P51170,SCNN1G,nonECM,No,NULL,NULL,0.722161616
P51168,SCNN1B,nonECM,No,NULL,NULL,0.606363636
Q13520,AQP6,nonECM,No,NULL,NULL,0.603777778
P51159,RAB27A,nonECM,No,NULL,NULL,0.726464646
P78329,CYP4F2,nonECM,No,NULL,NULL,0.55769697
Q9BXS9,SLC26A6,nonECM,No,NULL,NULL,0.707252525
Q9BXP8,PAPPA2,ECM,Yes,Matrisome-associated,ECM Regulators,0.653434343
Q9BY07,SLC4A5,nonECM,No,NULL,NULL,0.642020202
P14550,AKR1A1,nonECM,No,NULL,NULL,0.802383838
P09848,LCT,ECM,No,NULL,NULL,0.719676768
Q9BXJ0,C1QTNF5,ECM,Yes,Matrisome-associated,ECM-affiliated Proteins,0.941838384
O14745,SLC9A3R1,nonECM,No,NULL,NULL,0.632808081
Q8IY63,AMOTL1,nonECM,No,NULL,NULL,0.920141414
O00322,UPK1A,nonECM,No,NULL,NULL,0.534121212
Q15154,PCM1,nonECM,No,NULL,NULL,0.961232323
Q15109,AGER,ECM,No,NULL,NULL,0.641555556
Q5XXA6,ANO1,nonECM,No,NULL,NULL,0.849979798
Q01650,SLC7A5,nonECM,No,NULL,NULL,0.554383838
Q5T2W1,PDZK1,nonECM,No,NULL,NULL,0.642181818
Q96PR1,KCNC2,ECM,No,NULL,NULL,0.546444444
P26992,CNTFR,ECM,No,NULL,NULL,0.73030303
P11166,SLC2A1,nonECM,No,NULL,NULL,0.552262626
P43005,SLC1A1,nonECM,No,NULL,NULL,0.636080808
Q8WWG9,KCNE4,nonECM,No,NULL,NULL,0.690727273
Q53GD3,SLC44A4,nonECM,No,NULL,NULL,0.551878788
P16671,CD36,nonECM,No,NULL,NULL,0.510484848
Q96BI1,SLC22A18,nonECM,No,NULL,NULL,0.56830303
P22460,KCNA5,nonECM,No,NULL,NULL,0.522020202
Q9Y239,NOD1,nonECM,No,NULL,NULL,0.766707071
Q9Y226,SLC22A13,nonECM,No,NULL,NULL,0.583010101
O95255,ABCC6,nonECM,No,NULL,NULL,0.524505051
P22732,SLC2A5,nonECM,No,NULL,NULL,0.565656566
Q9ULV0,MYO5B,nonECM,No,NULL,NULL,0.917232323
P37088,SCNN1A,nonECM,No,NULL,NULL,0.668949495
O14641,DVL2,ECM,No,NULL,NULL,0.542848485
Q08499,PDE4D,nonECM,No,NULL,NULL,0.67579798
P13569,CFTR,nonECM,No,NULL,NULL,0.543979798
P08887,IL6R,ECM,No,NULL,NULL,0.850666667
P52823,STC1,nonECM,No,NULL,NULL,0.523111111
P30086,PEBP1,ECM,No,NULL,NULL,0.550363636
Q12908,SLC10A2,nonECM,No,NULL,NULL,0.574626263
Q96N87,SLC6A18,nonECM,No,NULL,NULL,0.588767677
Q9NSI5,IGSF5,ECM,No,NULL,NULL,0.695232323
Q14002,CEACAM7,ECM,No,NULL,NULL,0.721474747
Q96PN6,ADCY10,nonECM,No,NULL,NULL,0.814606061
Q9NV96,TMEM30A,ECM,No,NULL,NULL,0.540828283
Q9NV70,EXOC1,nonECM,No,NULL,NULL,0.950363636
O15020,SPTBN2,nonECM,No,NULL,NULL,0.940686869
Q8IZF2,ADGRF5,ECM,No,NULL,NULL,0.647737374
O94778,AQP8,nonECM,No,NULL,NULL,0.583373737
O00254,F2RL2,nonECM,No,NULL,NULL,0.545515152
Q9HD43,PTPRH,ECM,No,NULL,NULL,0.86820202
Q9HCS2,CYP4F12,nonECM,No,NULL,NULL,0.535414141
Q6UQ28,PLET1,nonECM,No,NULL,NULL,0.601131313
P38606,ATP6V1A,nonECM,No,NULL,NULL,0.689636364
P06731,CEACAM5,ECM,No,NULL,NULL,0.731252525
P55017,SLC12A3,nonECM,No,NULL,NULL,0.518
P55011,SLC12A2,ECM,No,NULL,NULL,0.535212121
O60911,CTSV,ECM,Yes,Matrisome-associated,ECM Regulators,0.905131313
Q86UT5,PDZD3,ECM,No,NULL,NULL,0.617979798
Q1EHB4,SLC5A12,nonECM,No,NULL,NULL,0.563515152
O75970,MPDZ,ECM,No,NULL,NULL,0.515656566
P00750,PLAT,ECM,Yes,Matrisome-associated,ECM Regulators,0.904383838
Q9UBL9,P2RX2,ECM,No,NULL,NULL,0.665616162
O95342,ABCB11,nonECM,No,NULL,NULL,0.500929293
Q14573,ITPR3,nonECM,No,NULL,NULL,0.747838384
Q9UBC5,MYO1A,nonECM,No,NULL,NULL,0.783090909
Q96HR9,REEP6,nonECM,No,NULL,NULL,0.606363636
Q9NPG1,FZD3,nonECM,No,NULL,NULL,0.562949495
Q9BX84,TRPM6,nonECM,No,NULL,NULL,0.759777778
P15382,KCNE1,ECM,No,NULL,NULL,0.509959596
P20020,ATP2B1,nonECM,No,NULL,NULL,0.658707071
P15328,FOLR1,nonECM,No,NULL,NULL,0.541050505
P05067,APP,nonECM,No,NULL,NULL,0.726020202
P15313,ATP6V1B1,nonECM,No,NULL,NULL,0.686949495
Q9P289,STK26,nonECM,No,NULL,NULL,0.817090909
O95069,KCNK2,nonECM,No,NULL,NULL,0.580262626
Q9UNE0,EDAR,ECM,No,NULL,NULL,0.697838384
P05026,ATP1B1,ECM,No,NULL,NULL,0.573858586
P05023,ATP1A1,nonECM,No,NULL,NULL,0.577636364
A6NFC5,TMEM235,nonECM,No,NULL,NULL,0.586444444
Q8TCX1,DYNC2LI1,nonECM,No,NULL,NULL,0.804
Q9BXJ7,AMN,ECM,No,NULL,NULL,0.536868687
Q8N695,SLC5A8,nonECM,No,NULL,NULL,0.595232323
Q9UBD6,RHCG,nonECM,No,NULL,NULL,0.673272727
Q92838,EDA,ECM,Yes,Matrisome-associated,Secreted Factors,0.69169697
Q13621,SLC12A1,nonECM,No,NULL,NULL,0.568060606
Q9BYE9,CDHR2,ECM,No,NULL,NULL,0.700282828
Q9BYG4,PARD6G,nonECM,No,NULL,NULL,0.561434343
Q8N565,MREG,nonECM,No,NULL,NULL,0.858323232
Q8N4S9,MARVELD2,ECM,No,NULL,NULL,0.503616162
P01130,LDLR,ECM,No,NULL,NULL,0.846141414
P18065,IGFBP2,ECM,Yes,Core matrisome,ECM Glycoproteins,0.60830303
Q6UX65,DRAM2,nonECM,No,NULL,NULL,0.623090909
Q15849,SLC14A2,nonECM,No,NULL,NULL,0.571959596
Q15836,VAMP3,nonECM,No,NULL,NULL,0.58379798
Q15833,STXBP2,nonECM,No,NULL,NULL,0.83840404
Q6AI14,SLC9A4,nonECM,No,NULL,NULL,0.555232323
Q5TF39,MFSD4B,nonECM,No,NULL,NULL,0.574909091
P21730,C5AR1,nonECM,No,NULL,NULL,0.558020202
Q8N130,SLC34A3,nonECM,No,NULL,NULL,0.608363636
